Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,100.0,16578.0,-74.5,22.0,87.0,25.0
b'13.0000',b'-89.0000',1010.7,0.0,28.6,72.0,10.0,8.0
,,1000.0,94.0,27.4,70.0,9.0,9.0
,,975.0,318.0,25.6,75.0,0.0,7.0
,,950.0,547.0,24.0,78.0,337.0,6.0
,,925.0,781.0,22.5,77.0,354.0,5.0
,,900.0,1019.0,21.0,78.0,22.0,7.0
,,850.0,1512.0,17.7,82.0,62.0,14.0
,,800.0,2029.0,15.1,71.0,77.0,19.0
,,750.0,2574.0,12.6,61.0,86.0,18.0
,,700.0,3151.0,9.6,52.0,90.0,18.0
,,650.0,3762.0,6.2,44.0,93.0,18.0
,,600.0,4414.0,2.5,42.0,98.0,19.0
,,550.0,5112.0,-1.8,41.0,100.0,20.0
,,500.0,5863.0,-6.3,47.0,97.0,20.0
,,450.0,6679.0,-11.4,59.0,87.0,16.0
,,400.0,7573.0,-16.8,84.0,53.0,13.0
,,350.0,8564.0,-23.0,82.0,23.0,10.0
,,300.0,9675.0,-31.3,87.0,7.0,8.0
,,250.0,10937.0,-41.8,100.0,7.0,7.0
,,200.0,12407.0,-54.6,100.0,337.0,9.0
,,150.0,14186.0,-68.0,92.0,329.0,15.0
,,100.0,16578.0,-74.6,23.0,88.0,23.0
b'13.0000',b'-88.0000',1011.3,-2.0,27.2,74.0,34.0,8.0
,,1000.0,96.0,26.2,72.0,35.0,9.0
,,975.0,320.0,25.4,67.0,42.0,9.0
,,950.0,548.0,24.5,65.0,49.0,11.0
,,925.0,782.0,23.0,67.0,51.0,13.0
,,900.0,1021.0,21.2,69.0,52.0,15.0
,,850.0,1514.0,18.1,73.0,66.0,17.0
,,800.0,2031.0,15.1,72.0,76.0,16.0
,,750.0,2576.0,12.2,62.0,81.0,18.0
,,700.0,3151.0,9.5,51.0,87.0,19.0
,,650.0,3762.0,6.1,43.0,95.0,17.0
,,600.0,4413.0,2.1,42.0,98.0,17.0
,,550.0,5110.0,-1.8,33.0,93.0,19.0
,,500.0,5862.0,-5.8,30.0,90.0,19.0
,,450.0,6679.0,-11.3,44.0,83.0,14.0
,,400.0,7573.0,-16.8,58.0,52.0,12.0
,,350.0,8563.0,-23.2,79.0,14.0,10.0
,,300.0,9673.0,-31.5,78.0,346.0,13.0
,,250.0,10935.0,-41.9,96.0,340.0,14.0
,,200.0,12405.0,-54.3,100.0,313.0,12.0
,,150.0,14186.0,-68.1,95.0,320.0,20.0
,,100.0,16577.0,-74.6,24.0,88.0,22.0
b'13.0000',b'-87.0000',1008.2,25.0,24.4,73.0,50.0,3.0
,,1000.0,97.0,24.9,70.0,48.0,6.0
,,975.0,320.0,25.0,67.0,44.0,11.0
,,950.0,548.0,24.0,68.0,45.0,12.0
,,925.0,781.0,22.5,68.0,51.0,14.0
,,900.0,1019.0,21.4,67.0,62.0,18.0
,,850.0,1514.0,19.2,60.0,83.0,17.0
,,800.0,2032.0,15.8,61.0,94.0,15.0
,,750.0,2577.0,12.1,63.0,90.0,16.0
,,700.0,3152.0,8.7,58.0,82.0,19.0
,,650.0,3762.0,5.8,50.0,83.0,18.0
,,600.0,4413.0,2.1,49.0,94.0,17.0
,,550.0,5110.0,-1.9,46.0,95.0,18.0
,,500.0,5862.0,-6.0,38.0,91.0,17.0
,,450.0,6678.0,-11.1,38.0,78.0,13.0
,,400.0,7572.0,-17.1,51.0,44.0,9.0
,,350.0,8562.0,-23.2,66.0,360.0,8.0
,,300.0,9671.0,-31.7,73.0,338.0,12.0
,,250.0,10932.0,-41.6,84.0,333.0,18.0
,,200.0,12404.0,-54.2,98.0,304.0,15.0
,,150.0,14186.0,-68.1,97.0,309.0,22.0
,,100.0,16577.0,-74.7,25.0,88.0,22.0
b'13.0000',b'-86.0000',910.7,916.0,18.9,95.0,27.0,5.0
,,900.0,1017.0,18.7,93.0,33.0,11.0
,,850.0,1507.0,16.4,93.0,52.0,26.0
,,800.0,2023.0,15.6,68.0,69.0,29.0
,,750.0,2570.0,13.9,50.0,80.0,26.0
,,700.0,3148.0,10.5,47.0,90.0,21.0
,,650.0,3761.0,6.4,47.0,97.0,15.0
,,600.0,4412.0,2.0,55.0,96.0,12.0
,,550.0,5109.0,-2.4,64.0,95.0,13.0
,,500.0,5860.0,-6.8,69.0,97.0,15.0
,,450.0,6675.0,-11.4,61.0,85.0,14.0
,,400.0,7569.0,-16.9,50.0,45.0,9.0
,,350.0,8558.0,-23.4,54.0,339.0,7.0
,,300.0,9667.0,-31.4,69.0,309.0,8.0
,,250.0,10930.0,-41.7,71.0,318.0,15.0
,,200.0,12401.0,-54.1,70.0,290.0,15.0
,,150.0,14183.0,-67.8,93.0,303.0,22.0
,,100.0,16575.0,-74.7,27.0,90.0,21.0
b'13.0000',b'-85.0000',990.3,191.0,21.8,97.0,351.0,4.0
,,975.0,327.0,22.2,89.0,1.0,10.0
,,950.0,554.0,22.2,86.0,24.0,16.0
,,925.0,786.0,20.6,92.0,38.0,20.0
,,900.0,1023.0,19.1,96.0,45.0,21.0
,,850.0,1514.0,16.7,92.0,56.0,22.0
,,800.0,2030.0,14.5,82.0,63.0,23.0
,,750.0,2574.0,12.4,68.0,74.0,25.0
,,700.0,3150.0,9.2,70.0,80.0,26.0
,,650.0,3762.0,6.2,61.0,90.0,20.0
,,600.0,4414.0,2.2,62.0,101.0,14.0
,,550.0,5111.0,-2.3,73.0,107.0,13.0
,,500.0,5862.0,-6.6,77.0,108.0,14.0
,,450.0,6678.0,-11.5,81.0,97.0,12.0
,,400.0,7571.0,-17.3,72.0,43.0,9.0
,,350.0,8560.0,-23.7,70.0,348.0,3.0
,,300.0,9668.0,-31.7,47.0,286.0,8.0
,,250.0,10930.0,-41.4,56.0,285.0,14.0
,,200.0,12404.0,-54.0,62.0,261.0,15.0
,,150.0,14185.0,-67.6,91.0,296.0,16.0
,,100.0,16578.0,-74.8,31.0,96.0,20.0
b'13.0000',b'-84.0000',1008.1,33.0,23.0,99.0,349.0,2.0
,,1000.0,104.0,22.7,99.0,352.0,7.0
,,975.0,325.0,22.6,97.0,13.0,16.0
,,950.0,552.0,21.8,98.0,34.0,18.0
,,925.0,784.0,20.7,96.0,45.0,19.0
,,900.0,1021.0,19.8,92.0,54.0,21.0
,,850.0,1514.0,17.6,83.0,60.0,22.0
,,800.0,2031.0,15.2,74.0,65.0,21.0
,,750.0,2576.0,12.2,72.0,75.0,23.0
,,700.0,3151.0,8.8,80.0,78.0,24.0
,,650.0,3762.0,5.4,82.0,87.0,22.0
,,600.0,4413.0,1.9,76.0,105.0,17.0
,,550.0,5110.0,-2.2,76.0,107.0,15.0
,,500.0,5862.0,-6.1,72.0,108.0,16.0
,,450.0,6679.0,-11.2,75.0,100.0,9.0
,,400.0,7573.0,-17.3,89.0,62.0,6.0
,,350.0,8561.0,-24.2,99.0,90.0,3.0
,,300.0,9667.0,-31.5,48.0,245.0,6.0
,,250.0,10931.0,-41.2,48.0,258.0,13.0
,,200.0,12404.0,-54.1,77.0,241.0,17.0
,,150.0,14184.0,-67.8,92.0,286.0,15.0
,,100.0,16579.0,-74.8,34.0,104.0,19.0
b'13.0000',b'-83.0000',1011.2,0.0,27.8,80.0,42.0,10.0
,,1000.0,99.0,26.7,79.0,44.0,12.0
,,975.0,322.0,24.5,85.0,47.0,13.0
,,950.0,550.0,22.6,91.0,52.0,15.0
,,925.0,783.0,21.2,91.0,54.0,17.0
,,900.0,1021.0,20.2,88.0,55.0,20.0
,,850.0,1513.0,17.8,78.0,58.0,21.0
,,800.0,2031.0,15.5,68.0,71.0,21.0
,,750.0,2576.0,12.2,71.0,81.0,23.0
,,700.0,3151.0,8.9,79.0,83.0,23.0
,,650.0,3762.0,5.5,81.0,93.0,21.0
,,600.0,4413.0,1.8,77.0,109.0,16.0
,,550.0,5110.0,-2.1,75.0,111.0,13.0
,,500.0,5862.0,-6.2,74.0,107.0,19.0
,,450.0,6679.0,-11.3,73.0,90.0,16.0
,,400.0,7573.0,-17.0,88.0,64.0,5.0
,,350.0,8563.0,-23.4,100.0,198.0,7.0
,,300.0,9671.0,-32.2,99.0,175.0,7.0
,,250.0,10931.0,-41.6,84.0,243.0,17.0
,,200.0,12402.0,-54.4,99.0,249.0,21.0
,,150.0,14181.0,-67.4,81.0,286.0,17.0
,,100.0,16582.0,-75.1,34.0,110.0,17.0
b'13.0000',b'-82.0000',1010.6,0.0,28.1,82.0,58.0,15.0
,,1000.0,94.0,27.2,79.0,58.0,17.0
,,975.0,318.0,25.1,84.0,59.0,19.0
,,950.0,546.0,23.1,90.0,60.0,20.0
,,925.0,779.0,21.7,89.0,61.0,22.0
,,900.0,1018.0,20.7,85.0,64.0,23.0
,,850.0,1511.0,18.5,71.0,68.0,20.0
,,800.0,2029.0,15.9,64.0,75.0,20.0
,,750.0,2575.0,12.7,69.0,82.0,21.0
,,700.0,3152.0,9.2,76.0,87.0,20.0
,,650.0,3763.0,5.6,75.0,98.0,20.0
,,600.0,4414.0,1.7,76.0,111.0,17.0
,,550.0,5111.0,-2.1,69.0,118.0,12.0
,,500.0,5863.0,-6.2,62.0,123.0,16.0
,,450.0,6680.0,-11.0,58.0,111.0,19.0
,,400.0,7574.0,-17.1,70.0,79.0,12.0
,,350.0,8563.0,-23.5,97.0,184.0,5.0
,,300.0,9670.0,-32.8,95.0,238.0,7.0
,,250.0,10930.0,-41.3,73.0,242.0,17.0
,,200.0,12402.0,-54.3,88.0,250.0,21.0
,,150.0,14182.0,-67.3,82.0,293.0,21.0
,,100.0,16580.0,-75.1,30.0,109.0,15.0
b'13.0000',b'-81.0000',1010.5,0.0,28.1,84.0,57.0,15.0
,,1000.0,92.0,27.2,80.0,58.0,19.0
,,975.0,317.0,25.2,85.0,59.0,22.0
,,950.0,545.0,23.2,88.0,62.0,23.0
,,925.0,778.0,22.1,87.0,64.0,25.0
,,900.0,1017.0,20.8,85.0,66.0,24.0
,,850.0,1510.0,18.5,72.0,72.0,20.0
,,800.0,2029.0,16.2,63.0,78.0,19.0
,,750.0,2575.0,13.0,69.0,83.0,19.0
,,700.0,3152.0,9.4,75.0,89.0,19.0
,,650.0,3764.0,5.6,70.0,99.0,19.0
,,600.0,4414.0,1.8,70.0,110.0,18.0
,,550.0,5111.0,-2.1,66.0,118.0,13.0
,,500.0,5863.0,-6.2,47.0,134.0,13.0
,,450.0,6681.0,-10.5,33.0,122.0,17.0
,,400.0,7576.0,-16.6,47.0,103.0,14.0
,,350.0,8565.0,-23.6,76.0,262.0,1.0
,,300.0,9673.0,-32.1,95.0,230.0,10.0
,,250.0,10932.0,-42.1,96.0,242.0,17.0
,,200.0,12401.0,-54.5,100.0,245.0,22.0
,,150.0,14180.0,-67.2,74.0,298.0,25.0
,,100.0,16578.0,-74.9,24.0,102.0,13.0
b'13.0000',b'-80.0000',1010.6,0.0,28.2,83.0,62.0,16.0
,,1000.0,93.0,27.4,80.0,62.0,19.0
,,975.0,317.0,25.2,84.0,63.0,22.0
,,950.0,546.0,23.2,89.0,64.0,23.0
,,925.0,779.0,21.9,88.0,66.0,24.0
,,900.0,1017.0,20.5,87.0,67.0,23.0
,,850.0,1510.0,18.6,65.0,74.0,20.0
,,800.0,2029.0,16.1,61.0,75.0,19.0
,,750.0,2575.0,13.1,66.0,79.0,19.0
,,700.0,3152.0,9.6,69.0,86.0,19.0
,,650.0,3764.0,5.8,67.0,93.0,21.0
,,600.0,4415.0,1.9,65.0,103.0,18.0
,,550.0,5112.0,-2.0,63.0,120.0,14.0
,,500.0,5864.0,-6.2,48.0,134.0,12.0
,,450.0,6681.0,-10.5,28.0,133.0,12.0
,,400.0,7577.0,-16.8,49.0,127.0,13.0
,,350.0,8566.0,-23.6,71.0,331.0,2.0
,,300.0,9674.0,-31.7,94.0,250.0,15.0
,,250.0,10933.0,-42.8,92.0,254.0,17.0
,,200.0,12399.0,-54.5,100.0,248.0,22.0
,,150.0,14182.0,-66.5,62.0,300.0,24.0
,,100.0,16576.0,-74.8,23.0,94.0,13.0
b'13.0000',b'-79.0000',1010.5,0.0,28.1,83.0,66.0,17.0
,,1000.0,92.0,27.2,80.0,66.0,21.0
,,975.0,317.0,25.2,85.0,66.0,23.0
,,950.0,545.0,23.2,89.0,67.0,24.0
,,925.0,778.0,21.8,88.0,69.0,25.0
,,900.0,1016.0,20.7,83.0,73.0,24.0
,,850.0,1510.0,18.5,70.0,76.0,21.0
,,800.0,2028.0,16.2,63.0,77.0,21.0
,,750.0,2575.0,13.6,59.0,80.0,21.0
,,700.0,3153.0,10.0,64.0,86.0,21.0
,,650.0,3765.0,6.1,64.0,93.0,23.0
,,600.0,4417.0,2.2,61.0,102.0,18.0
,,550.0,5114.0,-2.4,66.0,124.0,13.0
,,500.0,5864.0,-6.8,49.0,133.0,13.0
,,450.0,6681.0,-10.4,12.0,126.0,11.0
,,400.0,7577.0,-16.5,34.0,126.0,9.0
,,350.0,8567.0,-23.4,48.0,349.0,2.0
,,300.0,9675.0,-31.6,97.0,276.0,16.0
,,250.0,10934.0,-42.8,90.0,262.0,18.0
,,200.0,12400.0,-54.4,95.0,252.0,16.0
,,150.0,14187.0,-66.6,46.0,311.0,16.0
,,100.0,16575.0,-74.4,24.0,90.0,14.0
b'13.0000',b'-78.0000',1010.6,0.0,28.1,83.0,71.0,18.0
,,1000.0,94.0,27.2,80.0,71.0,21.0
,,975.0,318.0,25.1,85.0,71.0,23.0
,,950.0,546.0,23.2,90.0,72.0,24.0
,,925.0,779.0,21.6,90.0,74.0,25.0
,,900.0,1017.0,20.6,83.0,78.0,23.0
,,850.0,1510.0,18.2,77.0,80.0,20.0
,,800.0,2029.0,15.7,74.0,82.0,22.0
,,750.0,2575.0,13.6,60.0,88.0,24.0
,,700.0,3153.0,10.0,63.0,92.0,23.0
,,650.0,3766.0,6.1,66.0,96.0,24.0
,,600.0,4417.0,2.1,64.0,101.0,22.0
,,550.0,5114.0,-2.2,65.0,113.0,14.0
,,500.0,5865.0,-7.0,56.0,134.0,12.0
,,450.0,6680.0,-10.9,18.0,127.0,11.0
,,400.0,7576.0,-16.3,23.0,112.0,8.0
,,350.0,8566.0,-23.4,55.0,360.0,4.0
,,300.0,9675.0,-31.6,89.0,273.0,18.0
,,250.0,10934.0,-42.3,75.0,259.0,18.0
,,200.0,12402.0,-54.5,99.0,246.0,18.0
,,150.0,14188.0,-66.8,75.0,290.0,7.0
,,100.0,16576.0,-74.1,24.0,86.0,15.0
b'13.0000',b'-77.0000',1010.7,0.0,27.9,83.0,78.0,19.0
,,1000.0,94.0,27.0,81.0,78.0,22.0
,,975.0,318.0,24.9,86.0,78.0,24.0
,,950.0,546.0,22.9,92.0,79.0,25.0
,,925.0,779.0,21.1,96.0,80.0,26.0
,,900.0,1017.0,20.1,90.0,85.0,25.0
,,850.0,1510.0,18.5,70.0,84.0,21.0
,,800.0,2029.0,16.6,63.0,90.0,22.0
,,750.0,2577.0,13.9,59.0,97.0,22.0
,,700.0,3155.0,10.4,60.0,97.0,21.0
,,650.0,3768.0,6.4,63.0,102.0,21.0
,,600.0,4420.0,1.9,67.0,107.0,21.0
,,550.0,5116.0,-2.8,71.0,113.0,18.0
,,500.0,5865.0,-7.4,61.0,125.0,13.0
,,450.0,6679.0,-11.2,22.0,123.0,10.0
,,400.0,7575.0,-15.9,15.0,106.0,6.0
,,350.0,8566.0,-23.5,59.0,343.0,3.0
,,300.0,9674.0,-31.9,94.0,282.0,17.0
,,250.0,10934.0,-42.1,75.0,260.0,19.0
,,200.0,12402.0,-54.6,94.0,254.0,23.0
,,150.0,14186.0,-67.1,93.0,299.0,6.0
,,100.0,16575.0,-73.6,20.0,85.0,17.0
b'13.0000',b'-76.0000',1010.8,0.0,27.8,84.0,82.0,20.0
,,1000.0,95.0,26.8,82.0,83.0,24.0
,,975.0,318.0,24.7,88.0,83.0,26.0
,,950.0,547.0,22.7,94.0,84.0,27.0
,,925.0,779.0,20.9,97.0,86.0,27.0
,,900.0,1017.0,20.7,80.0,92.0,25.0
,,850.0,1511.0,19.0,68.0,89.0,20.0
,,800.0,2030.0,16.7,66.0,100.0,20.0
,,750.0,2578.0,13.7,62.0,102.0,20.0
,,700.0,3156.0,10.4,56.0,97.0,20.0
,,650.0,3770.0,6.6,58.0,99.0,19.0
,,600.0,4422.0,2.1,65.0,105.0,19.0
,,550.0,5118.0,-2.9,76.0,111.0,18.0
,,500.0,5867.0,-7.8,81.0,119.0,16.0
,,450.0,6680.0,-11.6,37.0,127.0,11.0
,,400.0,7574.0,-15.9,12.0,100.0,6.0
,,350.0,8566.0,-23.3,60.0,317.0,2.0
,,300.0,9673.0,-32.0,78.0,288.0,12.0
,,250.0,10934.0,-42.2,80.0,265.0,23.0
,,200.0,12402.0,-54.4,65.0,259.0,25.0
,,150.0,14186.0,-67.7,100.0,300.0,10.0
,,100.0,16573.0,-73.4,18.0,86.0,19.0
b'13.0000',b'-75.0000',1010.8,0.0,27.6,84.0,87.0,21.0
,,1000.0,95.0,26.6,82.0,87.0,25.0
,,975.0,319.0,24.5,88.0,88.0,27.0
,,950.0,547.0,22.6,94.0,89.0,28.0
,,925.0,779.0,20.9,96.0,92.0,28.0
,,900.0,1017.0,21.5,68.0,98.0,26.0
,,850.0,1512.0,19.1,67.0,93.0,20.0
,,800.0,2032.0,16.7,66.0,97.0,19.0
,,750.0,2579.0,14.1,53.0,99.0,19.0
,,700.0,3158.0,10.7,50.0,98.0,19.0
,,650.0,3772.0,6.7,54.0,97.0,17.0
,,600.0,4424.0,2.2,60.0,99.0,15.0
,,550.0,5120.0,-2.8,72.0,107.0,15.0
,,500.0,5869.0,-7.9,81.0,121.0,15.0
,,450.0,6681.0,-12.1,56.0,130.0,13.0
,,400.0,7575.0,-16.1,14.0,120.0,6.0
,,350.0,8566.0,-23.2,46.0,308.0,2.0
,,300.0,9674.0,-32.0,74.0,291.0,12.0
,,250.0,10934.0,-42.3,91.0,272.0,23.0
,,200.0,12402.0,-54.2,70.0,265.0,26.0
,,150.0,14185.0,-67.8,100.0,299.0,13.0
,,100.0,16572.0,-73.6,19.0,89.0,22.0
b'13.0000',b'-74.0000',1011.1,0.0,27.4,85.0,87.0,20.0
,,1000.0,98.0,26.5,83.0,87.0,24.0
,,975.0,321.0,24.5,88.0,89.0,26.0
,,950.0,549.0,22.6,94.0,90.0,28.0
,,925.0,782.0,21.2,94.0,94.0,27.0
,,900.0,1020.0,21.8,64.0,99.0,25.0
,,850.0,1514.0,19.1,62.0,97.0,18.0
,,800.0,2033.0,16.1,65.0,88.0,17.0
,,750.0,2580.0,13.8,53.0,90.0,19.0
,,700.0,3159.0,10.7,51.0,94.0,19.0
,,650.0,3772.0,6.7,53.0,97.0,16.0
,,600.0,4424.0,2.2,56.0,98.0,14.0
,,550.0,5121.0,-2.6,64.0,105.0,12.0
,,500.0,5870.0,-7.8,76.0,123.0,14.0
,,450.0,6682.0,-12.3,56.0,132.0,13.0
,,400.0,7575.0,-16.3,23.0,124.0,6.0
,,350.0,8567.0,-23.2,33.0,296.0,0.0
,,300.0,9674.0,-32.1,76.0,303.0,14.0
,,250.0,10934.0,-42.1,95.0,281.0,23.0
,,200.0,12401.0,-54.4,83.0,272.0,23.0
,,150.0,14184.0,-67.7,100.0,301.0,13.0
,,100.0,16572.0,-73.8,22.0,91.0,23.0
b'13.0000',b'-73.0000',1011.3,0.0,27.4,86.0,86.0,18.0
,,1000.0,99.0,26.5,83.0,87.0,23.0
,,975.0,323.0,24.5,88.0,88.0,26.0
,,950.0,551.0,22.6,93.0,90.0,27.0
,,925.0,783.0,21.0,96.0,94.0,27.0
,,900.0,1022.0,21.6,67.0,97.0,25.0
,,850.0,1516.0,19.5,58.0,94.0,20.0
,,800.0,2036.0,16.6,57.0,90.0,16.0
,,750.0,2582.0,13.4,56.0,93.0,17.0
,,700.0,3160.0,10.1,57.0,94.0,18.0
,,650.0,3773.0,6.4,60.0,96.0,17.0
,,600.0,4424.0,2.1,58.0,100.0,15.0
,,550.0,5121.0,-2.4,56.0,103.0,13.0
,,500.0,5871.0,-7.1,60.0,120.0,13.0
,,450.0,6684.0,-12.1,48.0,131.0,12.0
,,400.0,7577.0,-16.4,18.0,136.0,6.0
,,350.0,8568.0,-23.3,23.0,90.0,0.0
,,300.0,9675.0,-32.2,52.0,308.0,10.0
,,250.0,10934.0,-42.1,97.0,293.0,24.0
,,200.0,12401.0,-54.6,95.0,279.0,23.0
,,150.0,14183.0,-67.5,97.0,302.0,15.0
,,100.0,16572.0,-74.1,25.0,92.0,24.0
b'13.0000',b'-72.0000',1011.4,0.0,27.6,85.0,88.0,19.0
,,1000.0,100.0,26.7,82.0,89.0,24.0
,,975.0,324.0,24.6,88.0,90.0,27.0
,,950.0,552.0,22.7,94.0,92.0,28.0
,,925.0,785.0,21.2,93.0,95.0,28.0
,,900.0,1023.0,21.6,66.0,97.0,25.0
,,850.0,1518.0,19.6,59.0,95.0,21.0
,,800.0,2037.0,16.8,56.0,94.0,17.0
,,750.0,2585.0,13.6,55.0,96.0,16.0
,,700.0,3162.0,10.1,58.0,98.0,16.0
,,650.0,3774.0,6.1,64.0,98.0,16.0
,,600.0,4426.0,1.9,64.0,101.0,16.0
,,550.0,5122.0,-2.6,60.0,103.0,13.0
,,500.0,5872.0,-7.0,48.0,110.0,12.0
,,450.0,6686.0,-11.8,47.0,126.0,13.0
,,400.0,7578.0,-17.1,30.0,135.0,7.0
,,350.0,8568.0,-23.3,26.0,26.0,1.0
,,300.0,9675.0,-32.4,54.0,323.0,8.0
,,250.0,10934.0,-42.1,87.0,302.0,23.0
,,200.0,12401.0,-54.6,99.0,285.0,25.0
,,150.0,14183.0,-67.4,98.0,306.0,15.0
,,100.0,16572.0,-74.4,29.0,91.0,24.0
b'13.0000',b'-71.0000',1011.8,0.0,27.8,84.0,90.0,18.0
,,1000.0,104.0,26.8,81.0,90.0,22.0
,,975.0,328.0,24.7,86.0,92.0,25.0
,,950.0,556.0,22.8,92.0,93.0,26.0
,,925.0,788.0,21.2,93.0,97.0,26.0
,,900.0,1026.0,20.6,79.0,99.0,23.0
,,850.0,1520.0,19.2,61.0,100.0,21.0
,,800.0,2040.0,16.6,58.0,108.0,18.0
,,750.0,2586.0,13.2,58.0,106.0,16.0
,,700.0,3163.0,9.6,63.0,98.0,15.0
