Latitude,Longtitude,Pressure [hPa],Height [m],Temperature [C],Relative Humidity [%],Wind Direction [deg],Wind Speed [knot]
,,650.0,3775.0,5.9,68.0,92.0,16.0
,,600.0,4426.0,2.0,66.0,95.0,16.0
,,550.0,5123.0,-2.3,61.0,102.0,13.0
,,500.0,5873.0,-7.1,57.0,107.0,11.0
,,450.0,6687.0,-11.9,38.0,111.0,12.0
,,400.0,7579.0,-17.0,29.0,112.0,10.0
,,350.0,8568.0,-23.4,17.0,318.0,2.0
,,300.0,9675.0,-32.5,29.0,352.0,7.0
,,250.0,10933.0,-42.2,73.0,304.0,21.0
,,200.0,12401.0,-54.5,100.0,294.0,28.0
,,150.0,14183.0,-67.4,88.0,321.0,10.0
,,100.0,16572.0,-74.6,31.0,87.0,24.0
b'13.0000',b'-70.0000',1012.3,0.0,28.1,81.0,93.0,18.0
,,1000.0,108.0,27.0,78.0,93.0,21.0
,,975.0,332.0,24.9,83.0,94.0,23.0
,,950.0,560.0,22.8,89.0,95.0,24.0
,,925.0,793.0,21.0,91.0,97.0,24.0
,,900.0,1031.0,20.6,76.0,102.0,22.0
,,850.0,1524.0,18.5,67.0,104.0,19.0
,,800.0,2042.0,16.2,61.0,109.0,18.0
,,750.0,2588.0,13.0,64.0,112.0,15.0
,,700.0,3165.0,9.5,70.0,105.0,13.0
,,650.0,3777.0,5.5,72.0,95.0,12.0
,,600.0,4427.0,1.4,69.0,88.0,13.0
,,550.0,5122.0,-2.9,70.0,90.0,13.0
,,500.0,5872.0,-7.0,64.0,95.0,14.0
,,450.0,6687.0,-11.5,47.0,102.0,12.0
,,400.0,7579.0,-17.3,21.0,109.0,9.0
,,350.0,8567.0,-23.7,15.0,77.0,4.0
,,300.0,9674.0,-32.3,41.0,351.0,8.0
,,250.0,10932.0,-42.4,69.0,308.0,19.0
,,200.0,12400.0,-54.4,100.0,305.0,29.0
,,150.0,14184.0,-67.1,82.0,18.0,3.0
,,100.0,16572.0,-75.0,34.0,83.0,23.0
b'13.0000',b'-69.0000',1012.9,0.0,28.1,80.0,94.0,15.0
,,1000.0,114.0,27.0,75.0,95.0,19.0
,,975.0,337.0,24.9,80.0,96.0,20.0
,,950.0,565.0,22.8,85.0,97.0,21.0
,,925.0,798.0,21.0,86.0,99.0,22.0
,,900.0,1035.0,20.1,76.0,101.0,20.0
,,850.0,1527.0,17.9,73.0,104.0,17.0
,,800.0,2045.0,15.4,71.0,109.0,16.0
,,750.0,2590.0,12.4,73.0,112.0,15.0
,,700.0,3166.0,9.0,76.0,109.0,13.0
,,650.0,3777.0,5.4,73.0,96.0,11.0
,,600.0,4427.0,1.5,65.0,81.0,10.0
,,550.0,5122.0,-2.9,69.0,83.0,9.0
,,500.0,5871.0,-7.2,68.0,90.0,12.0
,,450.0,6686.0,-11.8,58.0,93.0,14.0
,,400.0,7579.0,-17.0,27.0,99.0,11.0
,,350.0,8567.0,-23.8,16.0,78.0,4.0
,,300.0,9673.0,-32.2,18.0,351.0,7.0
,,250.0,10931.0,-42.4,43.0,325.0,19.0
,,200.0,12398.0,-54.3,85.0,311.0,31.0
,,150.0,14185.0,-66.4,77.0,33.0,6.0
,,100.0,16573.0,-75.3,35.0,79.0,22.0
b'13.0000',b'-68.0000',1013.5,0.0,27.8,77.0,94.0,16.0
,,1000.0,119.0,26.6,73.0,95.0,19.0
,,975.0,342.0,24.5,79.0,96.0,20.0
,,950.0,570.0,22.5,84.0,97.0,20.0
,,925.0,802.0,20.7,84.0,99.0,21.0
,,900.0,1039.0,20.0,75.0,103.0,20.0
,,850.0,1531.0,17.4,77.0,105.0,18.0
,,800.0,2047.0,14.9,73.0,107.0,17.0
,,750.0,2591.0,11.9,75.0,109.0,15.0
,,700.0,3167.0,8.6,78.0,107.0,13.0
,,650.0,3776.0,5.0,77.0,98.0,10.0
,,600.0,4426.0,1.2,70.0,74.0,7.0
,,550.0,5121.0,-2.9,73.0,76.0,6.0
,,500.0,5871.0,-7.0,72.0,88.0,8.0
,,450.0,6686.0,-11.8,68.0,95.0,13.0
,,400.0,7578.0,-17.3,56.0,92.0,13.0
,,350.0,8566.0,-24.0,45.0,91.0,6.0
,,300.0,9672.0,-32.2,36.0,19.0,5.0
,,250.0,10930.0,-42.4,38.0,337.0,16.0
,,200.0,12396.0,-54.4,83.0,319.0,33.0
,,150.0,14185.0,-66.2,61.0,51.0,6.0
,,100.0,16574.0,-75.3,34.0,76.0,21.0
b'13.0000',b'-67.0000',1014.0,0.0,27.4,78.0,102.0,16.0
,,1000.0,122.0,26.2,76.0,101.0,18.0
,,975.0,345.0,24.0,81.0,100.0,19.0
,,950.0,573.0,22.1,87.0,99.0,20.0
,,925.0,805.0,20.4,89.0,98.0,20.0
,,900.0,1042.0,19.2,85.0,101.0,20.0
,,850.0,1532.0,16.9,83.0,108.0,18.0
,,800.0,2048.0,14.4,74.0,109.0,17.0
,,750.0,2592.0,11.7,66.0,105.0,15.0
,,700.0,3166.0,8.4,68.0,88.0,11.0
,,650.0,3775.0,5.2,66.0,72.0,5.0
,,600.0,4425.0,1.5,59.0,36.0,3.0
,,550.0,5121.0,-2.6,59.0,45.0,5.0
,,500.0,5871.0,-6.8,68.0,81.0,6.0
,,450.0,6686.0,-11.4,68.0,99.0,11.0
,,400.0,7580.0,-17.3,62.0,94.0,12.0
,,350.0,8567.0,-24.2,57.0,100.0,8.0
,,300.0,9672.0,-32.3,49.0,39.0,4.0
,,250.0,10930.0,-42.5,51.0,338.0,9.0
,,200.0,12395.0,-54.6,77.0,319.0,20.0
,,150.0,14185.0,-66.2,34.0,33.0,6.0
,,100.0,16577.0,-75.3,33.0,75.0,20.0
b'13.0000',b'-66.0000',1014.2,0.0,27.8,76.0,93.0,16.0
,,1000.0,124.0,26.5,73.0,93.0,18.0
,,975.0,348.0,24.4,78.0,94.0,19.0
,,950.0,575.0,22.2,85.0,94.0,19.0
,,925.0,807.0,20.2,89.0,95.0,19.0
,,900.0,1044.0,19.0,85.0,98.0,19.0
,,850.0,1534.0,17.7,46.0,111.0,16.0
,,800.0,2050.0,15.1,38.0,115.0,15.0
,,750.0,2593.0,12.0,36.0,110.0,12.0
,,700.0,3167.0,8.5,42.0,93.0,8.0
,,650.0,3775.0,5.1,42.0,39.0,5.0
,,600.0,4424.0,1.9,25.0,25.0,5.0
,,550.0,5120.0,-2.2,24.0,25.0,4.0
,,500.0,5870.0,-6.8,51.0,57.0,5.0
,,450.0,6686.0,-11.3,56.0,85.0,8.0
,,400.0,7580.0,-16.9,57.0,91.0,11.0
,,350.0,8568.0,-24.2,64.0,90.0,10.0
,,300.0,9672.0,-32.4,23.0,3.0,5.0
,,250.0,10929.0,-42.7,35.0,329.0,10.0
,,200.0,12394.0,-54.7,61.0,328.0,19.0
,,150.0,14183.0,-65.9,64.0,60.0,4.0
,,100.0,16578.0,-75.1,31.0,75.0,19.0
b'13.0000',b'-65.0000',1014.4,0.0,27.7,75.0,93.0,14.0
,,1000.0,126.0,26.4,72.0,92.0,16.0
,,975.0,349.0,24.2,78.0,92.0,16.0
,,950.0,576.0,22.1,84.0,92.0,17.0
,,925.0,808.0,20.2,87.0,92.0,17.0
,,900.0,1045.0,19.1,76.0,91.0,17.0
,,850.0,1535.0,17.6,44.0,97.0,14.0
,,800.0,2050.0,15.0,35.0,101.0,10.0
,,750.0,2593.0,11.8,37.0,101.0,8.0
,,700.0,3166.0,8.2,41.0,99.0,5.0
,,650.0,3774.0,5.1,33.0,50.0,4.0
,,600.0,4423.0,1.8,23.0,37.0,5.0
,,550.0,5119.0,-1.9,20.0,39.0,5.0
,,500.0,5870.0,-6.4,41.0,54.0,5.0
,,450.0,6686.0,-11.2,53.0,82.0,7.0
,,400.0,7581.0,-16.8,47.0,83.0,10.0
,,350.0,8569.0,-24.1,65.0,83.0,11.0
,,300.0,9674.0,-32.6,83.0,112.0,5.0
,,250.0,10929.0,-42.9,45.0,56.0,0.0
,,200.0,12393.0,-54.9,68.0,36.0,3.0
,,150.0,14182.0,-65.8,31.0,89.0,8.0
,,100.0,16579.0,-74.8,29.0,74.0,19.0
b'13.0000',b'-64.0000',1014.5,0.0,27.6,74.0,94.0,12.0
,,1000.0,127.0,26.2,72.0,94.0,14.0
,,975.0,350.0,24.1,78.0,94.0,14.0
,,950.0,578.0,22.0,84.0,93.0,15.0
,,925.0,809.0,20.0,89.0,92.0,15.0
,,900.0,1046.0,18.9,79.0,88.0,16.0
,,850.0,1535.0,16.8,58.0,86.0,13.0
,,800.0,2050.0,14.7,37.0,80.0,8.0
,,750.0,2592.0,11.6,39.0,76.0,5.0
,,700.0,3165.0,8.2,40.0,87.0,4.0
,,650.0,3774.0,5.2,33.0,67.0,4.0
,,600.0,4423.0,1.9,26.0,55.0,5.0
,,550.0,5119.0,-1.9,34.0,54.0,5.0
,,500.0,5871.0,-6.3,56.0,66.0,5.0
,,450.0,6687.0,-10.9,44.0,74.0,7.0
,,400.0,7582.0,-16.8,42.0,77.0,8.0
,,350.0,8571.0,-24.1,56.0,77.0,8.0
,,300.0,9676.0,-32.4,71.0,154.0,6.0
,,250.0,10932.0,-43.2,54.0,145.0,7.0
,,200.0,12394.0,-54.8,51.0,136.0,7.0
,,150.0,14181.0,-66.1,39.0,93.0,12.0
,,100.0,16580.0,-74.5,27.0,72.0,18.0
b'13.0000',b'-63.0000',1014.6,0.0,27.6,74.0,94.0,12.0
,,1000.0,128.0,26.2,71.0,94.0,13.0
,,975.0,351.0,24.1,77.0,94.0,14.0
,,950.0,578.0,22.0,84.0,94.0,14.0
,,925.0,810.0,19.9,89.0,93.0,15.0
,,900.0,1046.0,18.6,82.0,91.0,16.0
,,850.0,1535.0,16.7,57.0,88.0,13.0
,,800.0,2050.0,14.2,47.0,81.0,8.0
,,750.0,2591.0,11.5,38.0,57.0,4.0
,,700.0,3164.0,8.2,39.0,56.0,3.0
,,650.0,3773.0,5.4,34.0,63.0,3.0
,,600.0,4422.0,2.1,30.0,60.0,5.0
,,550.0,5119.0,-1.8,43.0,59.0,4.0
,,500.0,5871.0,-5.8,34.0,68.0,5.0
,,450.0,6689.0,-10.8,24.0,73.0,6.0
,,400.0,7584.0,-16.8,22.0,77.0,9.0
,,350.0,8572.0,-24.0,38.0,78.0,6.0
,,300.0,9677.0,-32.4,47.0,172.0,4.0
,,250.0,10934.0,-43.1,75.0,150.0,5.0
,,200.0,12397.0,-54.9,67.0,138.0,8.0
,,150.0,14182.0,-66.4,50.0,104.0,16.0
,,100.0,16580.0,-74.3,25.0,71.0,17.0
b'13.0000',b'-62.0000',1014.5,0.0,27.7,73.0,89.0,11.0
,,1000.0,128.0,26.2,71.0,89.0,13.0
,,975.0,351.0,24.1,77.0,90.0,13.0
,,950.0,578.0,22.0,84.0,90.0,14.0
,,925.0,810.0,19.9,89.0,90.0,14.0
,,900.0,1046.0,18.5,86.0,90.0,15.0
,,850.0,1535.0,16.7,55.0,90.0,14.0
,,800.0,2049.0,14.1,43.0,90.0,9.0
,,750.0,2591.0,11.1,40.0,74.0,4.0
,,700.0,3163.0,8.4,28.0,39.0,2.0
,,650.0,3771.0,5.8,23.0,55.0,3.0
,,600.0,4422.0,2.5,25.0,59.0,5.0
,,550.0,5120.0,-1.2,19.0,50.0,4.0
,,500.0,5872.0,-5.8,17.0,58.0,4.0
,,450.0,6689.0,-10.8,13.0,88.0,6.0
,,400.0,7584.0,-16.6,29.0,78.0,9.0
,,350.0,8573.0,-23.8,31.0,102.0,4.0
,,300.0,9679.0,-32.5,50.0,191.0,6.0
,,250.0,10935.0,-42.9,53.0,138.0,2.0
,,200.0,12398.0,-55.3,83.0,120.0,6.0
,,150.0,14183.0,-66.4,54.0,107.0,17.0
,,100.0,16581.0,-74.3,25.0,70.0,17.0
b'13.0000',b'-61.0000',1015.0,-3.0,27.7,73.0,81.0,10.0
,,1000.0,128.0,26.1,71.0,81.0,12.0
,,975.0,351.0,23.9,78.0,82.0,12.0
,,950.0,579.0,21.9,85.0,82.0,13.0
,,925.0,810.0,19.7,92.0,83.0,13.0
,,900.0,1046.0,18.4,86.0,86.0,15.0
,,850.0,1535.0,15.9,74.0,85.0,15.0
,,800.0,2049.0,14.2,43.0,89.0,11.0
,,750.0,2590.0,11.0,42.0,92.0,6.0
,,700.0,3162.0,8.2,25.0,86.0,1.0
,,650.0,3771.0,6.2,10.0,65.0,1.0
,,600.0,4422.0,3.0,18.0,65.0,4.0
,,550.0,5120.0,-1.2,19.0,64.0,4.0
,,500.0,5873.0,-5.8,10.0,79.0,4.0
,,450.0,6691.0,-10.6,15.0,98.0,6.0
,,400.0,7586.0,-16.6,33.0,90.0,8.0
,,350.0,8574.0,-23.8,31.0,135.0,4.0
,,300.0,9681.0,-32.4,40.0,180.0,9.0
,,250.0,10937.0,-42.9,78.0,200.0,9.0
,,200.0,12399.0,-55.3,79.0,178.0,6.0
,,150.0,14182.0,-66.5,58.0,106.0,20.0
,,100.0,16582.0,-74.2,25.0,71.0,15.0
b'13.0000',b'-60.0000',1014.7,-1.0,27.6,74.0,86.0,10.0
,,1000.0,127.0,26.1,73.0,86.0,11.0
,,975.0,350.0,24.0,80.0,86.0,12.0
,,950.0,578.0,21.9,87.0,85.0,12.0
,,925.0,809.0,19.9,92.0,86.0,12.0
,,900.0,1046.0,18.6,87.0,88.0,14.0
,,850.0,1535.0,16.0,83.0,87.0,15.0
,,800.0,2049.0,13.9,59.0,84.0,13.0
,,750.0,2591.0,11.2,43.0,84.0,8.0
,,700.0,3163.0,8.1,33.0,98.0,4.0
,,650.0,3771.0,5.9,10.0,127.0,2.0
,,600.0,4422.0,3.2,10.0,73.0,2.0
,,550.0,5121.0,-1.1,18.0,83.0,4.0
,,500.0,5874.0,-5.4,9.0,97.0,4.0
,,450.0,6692.0,-10.4,19.0,107.0,4.0
,,400.0,7588.0,-16.6,30.0,106.0,6.0
,,350.0,8576.0,-23.8,29.0,128.0,6.0
,,300.0,9683.0,-32.3,28.0,185.0,6.0
,,250.0,10939.0,-43.0,86.0,195.0,11.0
,,200.0,12401.0,-55.4,93.0,178.0,11.0
,,150.0,14182.0,-66.7,60.0,104.0,22.0
,,100.0,16583.0,-74.0,24.0,73.0,14.0
b'13.0000',b'-59.0000',1014.5,0.0,27.2,76.0,90.0,11.0
,,1000.0,127.0,26.0,74.0,90.0,12.0
,,975.0,350.0,23.8,81.0,90.0,13.0
,,950.0,577.0,21.7,87.0,90.0,13.0
,,925.0,808.0,20.0,89.0,91.0,14.0
,,900.0,1044.0,18.8,84.0,92.0,14.0
,,850.0,1534.0,16.4,77.0,92.0,15.0
,,800.0,2049.0,13.8,70.0,92.0,13.0
,,750.0,2591.0,11.2,58.0,85.0,10.0
,,700.0,3164.0,7.5,71.0,90.0,7.0
,,650.0,3771.0,5.6,27.0,121.0,2.0
,,600.0,4422.0,3.2,14.0,88.0,2.0
,,550.0,5122.0,-0.8,13.0,100.0,4.0
,,500.0,5876.0,-5.4,10.0,129.0,4.0
,,450.0,6694.0,-10.5,19.0,96.0,3.0
,,400.0,7589.0,-16.5,32.0,110.0,5.0
,,350.0,8578.0,-23.9,40.0,129.0,7.0
,,300.0,9684.0,-32.3,26.0,151.0,5.0
,,250.0,10941.0,-42.9,70.0,204.0,8.0
,,200.0,12403.0,-55.4,85.0,171.0,9.0
,,150.0,14183.0,-66.9,64.0,102.0,21.0
,,100.0,16584.0,-73.9,24.0,77.0,15.0
b'13.0000',b'-58.0000',1014.5,0.0,27.2,77.0,90.0,14.0
,,1000.0,127.0,25.8,76.0,90.0,15.0
,,975.0,350.0,23.6,82.0,90.0,16.0
,,950.0,576.0,21.5,89.0,90.0,16.0
,,925.0,808.0,19.8,90.0,91.0,16.0
,,900.0,1044.0,18.9,81.0,96.0,15.0
,,850.0,1534.0,16.4,78.0,94.0,13.0
,,800.0,2048.0,13.9,69.0,92.0,12.0
,,750.0,2590.0,11.2,54.0,89.0,10.0
,,700.0,3163.0,7.7,63.0,87.0,6.0
,,650.0,3771.0,6.0,18.0,99.0,1.0
,,600.0,4423.0,3.5,13.0,113.0,1.0
,,550.0,5123.0,-0.4,10.0,119.0,3.0
,,500.0,5877.0,-5.4,10.0,133.0,4.0
,,450.0,6695.0,-10.5,13.0,111.0,3.0
,,400.0,7590.0,-16.6,18.0,132.0,5.0
,,350.0,8579.0,-23.8,44.0,130.0,7.0
,,300.0,9685.0,-32.2,27.0,135.0,2.0
,,250.0,10942.0,-42.8,21.0,213.0,6.0
,,200.0,12405.0,-55.3,77.0,173.0,6.0
,,150.0,14184.0,-67.1,70.0,98.0,20.0
,,100.0,16583.0,-74.1,26.0,82.0,15.0
b'13.0000',b'-57.0000',1014.6,0.0,27.4,74.0,92.0,13.0
,,1000.0,128.0,25.9,73.0,92.0,14.0
,,975.0,350.0,23.7,79.0,92.0,15.0
,,950.0,577.0,21.6,86.0,92.0,15.0
,,925.0,808.0,19.5,93.0,92.0,17.0
,,900.0,1045.0,18.4,85.0,93.0,17.0
,,850.0,1534.0,16.4,73.0,92.0,13.0
,,800.0,2048.0,13.6,73.0,91.0,11.0
,,750.0,2590.0,10.6,68.0,86.0,9.0
,,700.0,3162.0,7.8,51.0,75.0,5.0
,,650.0,3770.0,6.4,3.0,348.0,1.0
,,600.0,4422.0,3.9,3.0,123.0,1.0
,,550.0,5123.0,-0.2,7.0,113.0,3.0
,,500.0,5877.0,-5.3,9.0,116.0,3.0
,,450.0,6695.0,-10.5,8.0,128.0,4.0
,,400.0,7590.0,-16.6,10.0,131.0,4.0
,,350.0,8579.0,-23.8,30.0,132.0,6.0
,,300.0,9685.0,-32.2,32.0,64.0,3.0
,,250.0,10942.0,-42.8,36.0,272.0,4.0
,,200.0,12405.0,-55.1,71.0,198.0,1.0
,,150.0,14185.0,-67.1,72.0,96.0,17.0
,,100.0,16583.0,-74.4,29.0,87.0,15.0
b'13.0000',b'-56.0000',1014.5,0.0,27.5,73.0,88.0,13.0
,,1000.0,128.0,26.1,70.0,88.0,14.0
,,975.0,350.0,24.0,75.0,88.0,15.0
,,950.0,577.0,21.8,82.0,89.0,15.0
,,925.0,809.0,19.7,89.0,89.0,16.0
,,900.0,1045.0,18.2,87.0,91.0,16.0
,,850.0,1534.0,16.2,64.0,91.0,13.0
,,800.0,2048.0,14.1,58.0,95.0,11.0
,,750.0,2590.0,10.9,57.0,81.0,8.0
,,700.0,3162.0,7.8,55.0,36.0,3.0
,,650.0,3771.0,6.4,19.0,14.0,0.0
,,600.0,4423.0,3.6,8.0,121.0,3.0
,,550.0,5123.0,-0.3,6.0,92.0,3.0
,,500.0,5877.0,-5.1,7.0,75.0,3.0
,,450.0,6696.0,-10.5,9.0,99.0,4.0
,,400.0,7591.0,-16.5,11.0,90.0,4.0
,,350.0,8580.0,-23.7,20.0,116.0,5.0
,,300.0,9686.0,-32.6,40.0,43.0,4.0
,,250.0,10942.0,-42.9,43.0,356.0,8.0
,,200.0,12406.0,-55.1,64.0,354.0,5.0
,,150.0,14186.0,-67.0,69.0,96.0,14.0
,,100.0,16582.0,-74.8,35.0,92.0,16.0
b'13.0000',b'-55.0000',1014.6,0.0,27.2,74.0,84.0,14.0
,,1000.0,128.0,25.9,71.0,84.0,15.0
,,975.0,351.0,23.7,77.0,85.0,16.0
,,950.0,578.0,21.6,83.0,86.0,16.0
,,925.0,809.0,19.7,87.0,89.0,16.0
,,900.0,1045.0,18.5,82.0,93.0,15.0
,,850.0,1534.0,15.7,80.0,86.0,13.0
,,800.0,2048.0,14.1,57.0,79.0,7.0
,,750.0,2590.0,10.5,64.0,60.0,5.0
,,700.0,3162.0,8.0,45.0,28.0,4.0
,,650.0,3770.0,6.2,18.0,316.0,1.0
,,600.0,4422.0,3.5,12.0,121.0,1.0
,,550.0,5123.0,-0.2,7.0,88.0,4.0
,,500.0,5878.0,-5.0,6.0,73.0,4.0
,,450.0,6696.0,-10.4,7.0,86.0,5.0
,,400.0,7592.0,-16.4,9.0,83.0,5.0
,,350.0,8581.0,-23.7,13.0,85.0,5.0
,,300.0,9687.0,-32.7,48.0,74.0,2.0
,,250.0,10942.0,-42.9,46.0,5.0,11.0
,,200.0,12405.0,-55.0,76.0,356.0,7.0
,,150.0,14188.0,-66.7,64.0,100.0,12.0
,,100.0,16582.0,-75.4,41.0,94.0,16.0
b'13.0000',b'-54.0000',1014.8,0.0,27.0,74.0,82.0,12.0
,,1000.0,130.0,25.6,72.0,82.0,14.0
,,975.0,352.0,23.4,78.0,83.0,14.0
,,950.0,579.0,21.4,84.0,84.0,15.0
,,925.0,810.0,19.5,88.0,86.0,15.0
,,900.0,1046.0,18.2,84.0,88.0,14.0
,,850.0,1534.0,15.2,85.0,82.0,12.0
,,800.0,2048.0,13.9,51.0,60.0,7.0
,,750.0,2589.0,10.4,62.0,34.0,4.0
,,700.0,3161.0,8.1,43.0,358.0,4.0
,,650.0,3770.0,6.6,18.0,306.0,2.0
,,600.0,4422.0,3.5,10.0,185.0,1.0
,,550.0,5122.0,-0.4,7.0,95.0,3.0
,,500.0,5877.0,-4.9,6.0,75.0,5.0
,,450.0,6696.0,-10.2,6.0,83.0,7.0
,,400.0,7592.0,-16.3,6.0,77.0,6.0
,,350.0,8582.0,-23.6,7.0,56.0,5.0
,,300.0,9688.0,-32.7,40.0,26.0,2.0
,,250.0,10942.0,-43.2,45.0,0.0,12.0
,,200.0,12404.0,-54.9,50.0,28.0,6.0
,,150.0,14189.0,-66.3,56.0,107.0,10.0
,,100.0,16584.0,-75.9,47.0,96.0,16.0
b'13.0000',b'-53.0000',1015.0,0.0,26.9,73.0,86.0,11.0
,,1000.0,131.0,25.5,71.0,86.0,12.0
,,975.0,353.0,23.2,77.0,85.0,12.0
,,950.0,580.0,21.2,84.0,84.0,13.0
,,925.0,810.0,19.2,86.0,81.0,13.0
,,900.0,1046.0,18.2,77.0,79.0,13.0
,,850.0,1534.0,15.4,70.0,88.0,11.0
,,800.0,2047.0,13.7,38.0,54.0,6.0
,,750.0,2588.0,10.6,54.0,360.0,4.0
,,700.0,3160.0,8.2,34.0,333.0,2.0
,,650.0,3769.0,6.9,9.0,292.0,3.0
,,600.0,4422.0,3.7,6.0,263.0,1.0
,,550.0,5122.0,-0.4,7.0,86.0,2.0
,,500.0,5877.0,-4.8,5.0,72.0,5.0
,,450.0,6697.0,-10.0,5.0,82.0,7.0
,,400.0,7593.0,-16.3,5.0,76.0,7.0
,,350.0,8582.0,-23.7,4.0,42.0,6.0
,,300.0,9688.0,-32.7,21.0,358.0,5.0
,,250.0,10941.0,-43.5,50.0,352.0,10.0
,,200.0,12403.0,-54.7,41.0,60.0,6.0
,,150.0,14191.0,-65.8,47.0,115.0,10.0
,,100.0,16586.0,-76.2,52.0,98.0,15.0
